,K10 Market Cap,K10
2017-10-30,1.2977489339277428e+16,401.47350791597887
2017-10-27,1.2753258358659994e+16,394.5366655099936
2017-10-26,1.2587337215953304e+16,389.4037047763428
2017-10-25,1.2935308772907736e+16,400.1686037466439
2017-10-24,1.2969188757340134e+16,401.21671989936124
2017-10-23,1.3030946744761476e+16,403.1272740291832
2017-10-20,1.2921352375951686e+16,399.7368466095484
2017-10-19,1.2719145792943876e+16,393.48135418867247
2017-10-18,1.3140141305349634e+16,406.50533292320904
2017-10-17,1.3144363225362918e+16,406.6359428581172
2017-10-16,1.2936676292902834e+16,400.2109095451866
2017-10-13,1.2954935161270262e+16,400.77576856702075
2017-10-12,1.3142454365975772e+16,406.57689010498126
2017-10-11,1.310199478071207e+16,405.32522645880266
2017-10-10,1.266944517671492e+16,391.9438086572241
2017-09-29,1.2306211856921582e+16,380.70676955999005
2017-09-28,1.2298782007865758e+16,380.47691866312204
2017-09-27,1.2397324213069654e+16,383.5254347332718
2017-09-26,1.239423468079725e+16,383.4298565111062
2017-09-25,1.2855804284730694e+16,397.7090412743484
2017-09-22,1.2708387105266076e+16,393.14852185341437
2017-09-21,1.2663172475332906e+16,391.7497554500044
2017-09-20,1.2529120123135428e+16,387.6026922797636
2017-09-19,1.2502485824605816e+16,386.7787297256814
2017-09-18,1.2587303639950114e+16,389.4026660641983
2017-09-15,1.20923843308417e+16,374.09176994488996
2017-09-14,1.2069414465493542e+16,373.3811708315644
2017-09-13,1.1903983834995564e+16,368.26338465533064
2017-09-12,1.1899807588121974e+16,368.1341876713509
2017-09-11,1.194371968293461e+16,369.4926586578006
2017-09-08,1.1774241818319498e+16,364.2496666550865
2017-09-07,1.1548880906701932e+16,357.27786853844987
2017-09-06,1.1286392056657922e+16,349.15747508938324
2017-09-05,1.1229054427169314e+16,347.3836697989633
2017-09-04,1.1058284201086052e+16,342.1006971128868
2017-09-01,1.1165992184948004e+16,345.4327670519266
2017-08-31,1.1128902924172192e+16,344.28536825695255
2017-08-30,1.1103636599327976e+16,343.50372553684247
2017-08-29,1.1075259604451016e+16,342.62585067372186
2017-08-28,1.1080684195403438e+16,342.7936666126714
2017-08-25,1.129739508449816e+16,349.4978663676367
2017-08-24,1.1413719743593848e+16,353.0965030317356
2017-08-23,1.140440795312457e+16,352.8084321201021
2017-08-22,1.1291501350001404e+16,349.3155369353962
2017-08-21,1.1254013373497446e+16,348.1558034123514
2017-08-18,1.1266806957739684e+16,348.5515876052927
2017-08-17,1.1298486023951654e+16,349.53161583009955
