Date,Open,High,Low,Close,Volume,5D_MA,20D_MA,120D_MA
2020-06-24 00:00:00-04:00,292.09090098456954,292.7225328852015,284.7942938715714,286.6702880859375,132813500,291.4524780273438,291.7073516845703,279.3483014424642
2020-06-25 00:00:00-04:00,286.08573033122906,290.0168646514771,284.02118212100504,289.74346923828125,89468000,290.8747619628906,291.9763717651367,279.2558288574219
2020-06-26 00:00:00-04:00,288.62169937335506,288.8385342340635,282.2678079050493,282.8616943359375,127961000,289.25518188476565,291.8379470825195,279.09644343058267
2020-06-29 00:00:00-04:00,284.14386394010114,287.16053608346533,281.8059192942454,287.0191345214844,79773300,288.09376831054686,291.8496719360352,278.97877985636393
2020-06-30 00:00:00-04:00,286.5760775862019,292.4303615949479,286.41583206097357,290.69573974609375,113394800,287.3980651855469,291.926496887207,278.8783805847168
2020-07-01 00:00:00-04:00,291.8364626266962,294.02356962914854,291.36510484699846,292.7320251464844,72396500,288.61041259765625,291.9127258300781,278.77784372965493
2020-07-02 00:00:00-04:00,296.2388629521924,297.61524807982147,293.66526845411147,294.3440246582031,69344200,289.5305236816406,292.0180358886719,278.6980494181315
2020-07-06 00:00:00-04:00,298.2468693620382,299.48182424635894,297.48327218224875,298.8879089355469,61713800,292.7357666015625,291.9760452270508,278.63870264689126
2020-07-07 00:00:00-04:00,297.3136178822274,299.3310140846048,295.41875052810127,295.8052673339844,82910000,294.4929931640625,291.5987747192383,278.5575553894043
2020-07-08 00:00:00-04:00,296.5876485709877,298.18083973946193,294.7870876538342,298.0677185058594,54638600,295.96738891601564,291.4477279663086,278.48950754801433
2020-07-09 00:00:00-04:00,298.6899520186851,298.93506723556607,292.88282154419727,296.3708801269531,83354200,296.6951599121094,291.2958419799805,278.3860913594564
2020-07-10 00:00:00-04:00,296.30486737534915,299.6703681705775,294.84367005106293,299.39697265625,57550400,297.70574951171875,292.15828704833984,278.29988352457684
2020-07-13 00:00:00-04:00,301.79144573962293,304.2236384918077,296.1351540867971,296.8044738769531,102997500,297.2890625,292.7221618652344,278.19712626139324
2020-07-14 00:00:00-04:00,295.352732983324,301.44269538069625,294.12721443095177,300.65081787109375,93657000,298.2581726074219,293.34507446289064,278.1261105855306
2020-07-15 00:00:00-04:00,303.9408822011604,304.5347975192277,300.9807419712348,303.4129638671875,87196500,299.3272216796875,293.82874603271483,278.0751576741537
2020-07-16 00:00:00-04:00,301.47101126453765,302.87564821606463,300.81109887730753,302.4137268066406,54622500,300.535791015625,294.3234603881836,278.0388163248698
2020-07-17 00:00:00-04:00,303.4411821270554,304.09165793578757,301.4237577302604,303.29034423828125,62774900,301.31446533203126,294.8563751220703,278.05075887044273
2020-07-20 00:00:00-04:00,303.01702410072267,306.5050828185096,302.2534268779162,305.7414855957031,56308800,303.10186767578125,295.59546966552733,278.05676752726237
2020-07-21 00:00:00-04:00,307.74944971522575,308.20193468875425,305.38322488671804,306.3919372558594,57292200,304.2500915527344,296.2737564086914,278.070295715332
2020-07-22 00:00:00-04:00,306.02425211653525,308.45647382882464,305.9111308777105,308.13592529296875,57792900,305.19468383789064,296.97183990478516,278.0901151021322
2020-07-23 00:00:00-04:00,307.76832161993906,308.4847945856222,303.0641806158924,304.4593811035156,75738000,305.60381469726565,297.8612945556641,278.1255630493164
2020-07-24 00:00:00-04:00,302.56450161750405,303.54490486277155,300.96187402254924,302.4985046386719,73766600,305.44544677734376,298.4990463256836,278.12608591715497
2020-07-27 00:00:00-04:00,303.2055233967352,304.8835554625523,302.394773287064,304.7044372558594,48293000,305.238037109375,299.5911834716797,278.1065788269043
2020-07-28 00:00:00-04:00,303.95971343815194,305.1004197632992,302.47023579447347,302.77191162109375,57495000,304.5140319824219,300.37882232666016,278.041419728597
2020-07-29 00:00:00-04:00,303.66745946045904,307.0706767838514,303.62974279158624,306.49560546875,48454200,304.18596801757815,301.16881561279297,277.9985824584961
2020-07-30 00:00:00-04:00,303.45998672317677,305.82621084431344,301.3294701478099,305.4019775390625,61861700,304.3744873046875,301.80231323242185,277.96047185262046
2020-07-31 00:00:00-04:00,307.2309507281024,307.9191433441562,302.92273433856764,307.8154296875,84986800,305.4378723144531,302.4758834838867,277.9231895446777
2020-08-03 00:00:00-04:00,309.5122754682437,310.73779377631735,308.9560769272327,309.9553527832031,53077900,306.48805541992186,303.02925567626954,277.8992301940918
2020-08-04 00:00:00-04:00,309.0786634960101,311.15264892578125,309.0786634960101,311.15264892578125,41917900,308.16420288085936,303.7966247558594,277.868451944987
2020-08-05 00:00:00-04:00,312.48179079165095,313.3491013850442,312.20839534371197,313.0851135253906,42697700,309.4821044921875,304.54749450683596,277.85657730102537
2020-08-06 00:00:00-04:00,312.4912630546399,315.3005361018652,312.16130696154397,315.177978515625,43679400,311.4373046875,305.4878494262695,277.8579444885254
2020-08-07 00:00:00-04:00,314.18815555908725,315.69650580029014,313.26428420362083,315.4042663574219,57308300,312.9550720214844,306.2882141113281,277.86796239217125
2020-08-10 00:00:00-04:00,315.8662213180733,316.5355412002369,313.8865132135677,316.3470153808594,44282100,314.2334045410156,307.2653411865234,277.8733169555664
2020-08-11 00:00:00-04:00,317.5536093866424,318.2040851526628,312.9908714360218,313.735595703125,69601100,314.7499938964844,307.919580078125,277.8677185058594
2020-08-12 00:00:00-04:00,316.2244932945069,318.9018018932766,316.19621297995417,318.10992431640625,53774400,315.7549560546875,308.65442810058596,277.9255549112956
2020-08-13 00:00:00-04:00,317.32742201457756,318.8734891043915,316.59210514169786,317.5348205566406,41816100,316.2263244628906,309.4104827880859,278.06459884643556
2020-08-14 00:00:00-04:00,317.1388897727163,318.0910415287374,316.39413655455957,317.54425048828125,47260400,316.6543212890625,310.12317810058596,278.2796913146973
2020-08-17 00:00:00-04:00,318.5812588281144,318.95833925110355,317.55370244847734,318.552978515625,35481000,317.09551391601565,310.76375274658204,278.5121320088704
2020-08-18 00:00:00-04:00,318.9583180268781,319.6747909214562,317.3274100634691,319.24114990234375,38733900,318.1966247558594,311.4062133789063,278.8590911865234
2020-08-19 00:00:00-04:00,319.62761575899356,320.15553403337344,317.3368244502322,317.9118957519531,68054200,318.1570190429687,311.89501190185547,279.20469360351564
2020-08-20 00:00:00-04:00,316.1489315308702,319.39187387288536,316.01696637302325,318.90167236328125,42207800,318.4303894042969,312.61712646484375,279.4587801615397
2020-08-21 00:00:00-04:00,318.56238636293,320.25926249919615,318.21355751426046,320.03302001953125,55106600,318.9281433105469,313.49385223388674,279.79110997517904
2020-08-24 00:00:00-04:00,322.5218113404533,323.35140555547696,320.00477715150834,323.2760009765625,48588700,319.87274780273435,314.42243041992185,280.05233434041344
2020-08-25 00:00:00-04:00,323.8509365198285,324.49197592151364,322.66310621658926,324.4071350097656,38463400,320.90594482421875,315.50419158935546,280.40385309855145
2020-08-26 00:00:00-04:00,325.01054862196895,327.93294314964396,324.45435002575374,327.6595764160156,50790200,322.85548095703126,316.56239013671876,280.82135518391925
2020-08-27 00:00:00-04:00,328.545778765146,329.85613831278573,326.67919177126254,328.3760681152344,58034100,324.7503601074219,317.71109466552736,281.4254597981771
2020-08-28 00:00:00-04:00,329.42245081978416,330.6291253046065,328.2063399753542,330.49713134765625,48588900,326.8431823730469,318.84517974853514,281.9369000752767
2020-08-31 00:00:00-04:00,330.28035886701036,331.1759212698749,329.06424789873364,329.2999267578125,66099200,328.0479675292969,319.8124084472656,282.5476926167806
2020-09-01 00:00:00-04:00,330.1483551049556,332.50514362584585,329.23392000807456,332.4014587402344,54908700,329.64683227539064,320.8748489379883,283.3884465535482
2020-09-02 00:00:00-04:00,334.3528329544507,338.19909854558193,333.1838464722532,337.2092590332031,69540000,331.5567687988281,322.08105621337893,284.10434036254884
2020-09-03 00:00:00-04:00,335.4841313604378,335.9649254300522,322.9648717542072,325.6044921875,148011100,331.00245361328126,322.60238189697264,284.95268122355145
2020-09-04 00:00:00-04:00,326.3020480184694,327.9046467502675,315.6870646440135,322.94598388671875,139156300,329.4922241210937,322.9794677734375,285.6781706492106
2020-09-08 00:00:00-04:00,317.42169630386485,323.0120205262707,313.81110895735964,314.1221923828125,114465300,326.45667724609376,322.8682266235352,286.4296595255534
2020-09-09 00:00:00-04:00,318.21358472005903,322.84232097487035,317.3274299064231,320.3252868652344,91462300,324.04144287109375,323.1977111816406,287.228875096639
2020-09-10 00:00:00-04:00,322.2390017540762,322.9083216675864,313.7828430238747,314.7632751464844,90569500,319.55224609375,323.0303787231445,288.0623335520426
2020-09-11 00:00:00-04:00,316.58265000136396,317.66676681184015,312.0387554791596,314.9234619140625,84680200,317.4160400390625,322.8998107910156,288.9428830464681
2020-09-14 00:00:00-04:00,318.1570370048527,320.88149854164953,315.07436775322316,319.07147216796875,65605700,316.6411376953125,322.976171875,289.7000039418538
2020-09-15 00:00:00-04:00,321.5790645430684,322.42750262781476,319.0808745498857,320.6835021972656,52920900,317.9533996582031,323.082698059082,290.4420881907145
2020-09-16 00:00:00-04:00,321.9467342761758,323.4079315876593,319.1279957649095,319.41082763671875,82096000,317.7705078125,323.09118194580077,291.06085840861004
2020-09-17 00:00:00-04:00,314.4520814309642,318.3549361883821,313.91472685954267,316.6014709472656,91523300,318.1381469726563,323.0256607055664,291.717068862915
2020-09-18 00:00:00-04:00,317.4240025991349,317.53757665449035,310.4199899682182,312.9565734863281,105877900,317.74476928710936,322.72840576171876,292.27853368123374
2020-09-21 00:00:00-04:00,308.27141930765595,309.62489138392476,304.5138575480901,309.47344970703125,99450800,315.8251647949219,322.20042724609374,292.84147656758626
2020-09-22 00:00:00-04:00,310.9878976917395,313.1932043527454,308.42289170461913,312.62530517578125,63612100,314.213525390625,321.6678924560547,293.52141494750975
2020-09-23 00:00:00-04:00,313.1931928347785,313.4771568550935,304.8641014941206,305.3752136230469,93112200,311.4064025878906,320.71629638671874,294.0965092976888
2020-09-24 00:00:00-04:00,304.0312150965288,309.3126113089104,302.6871879305777,306.189208984375,76681300,309.3239501953125,319.64277801513674,294.70685755411785
2020-09-25 00:00:00-04:00,305.31844267788193,311.94386641062914,304.42876949327524,311.1393737792969,71069400,308.96051025390625,318.7809432983398,295.2280724843343
2020-09-28 00:00:00-04:00,315.38903351466223,317.0359149633572,314.37628345583414,316.30712890625,64584600,310.32724609375,318.07144317626955,295.79023996988934
2020-09-29 00:00:00-04:00,316.0989218172069,316.8561014378316,313.8746669653639,314.58453369140625,51304000,310.719091796875,317.3356735229492,296.26844075520836
2020-09-30 00:00:00-04:00,315.2660289700218,320.18778350222146,315.0672743604929,316.9697265625,104081100,313.0379943847656,316.5640869140625,296.7339024861654
2020-10-01 00:00:00-04:00,319.61982012615107,320.6136218587966,317.0832369558476,319.0046081542969,88698700,315.60107421875,315.6538543701172,297.2361885070801
2020-10-02 00:00:00-04:00,313.9503893075802,318.9762432098777,313.4676707107274,315.9758605957031,89431100,316.56837158203126,315.1724227905273,297.6496457417806
2020-10-05 00:00:00-04:00,318.0770506358315,321.76835149015346,318.02973774566067,321.5790710449219,45713100,317.6227600097656,315.1040771484375,298.15696004231773
2020-10-06 00:00:00-04:00,321.7210632223954,323.8601374975163,316.4869804718845,317.0075378417969,90128900,318.10736083984375,315.2483444213867,298.6156972249349
2020-10-07 00:00:00-04:00,320.0268593973919,323.34904506510975,319.9984658824777,322.5256042480469,56999600,319.2185363769531,315.35836029052734,299.0614440917969
2020-10-08 00:00:00-04:00,324.50374437110065,325.45023332718694,323.5667006630807,325.38397216796875,45242500,320.4944091796875,315.88939514160154,299.5705093383789
2020-10-09 00:00:00-04:00,327.0687245163115,328.76294785175884,326.43459308495164,328.2897033691406,59528600,322.957177734375,316.55770721435545,300.170662689209
2020-10-12 00:00:00-04:00,330.8831109781942,335.0760506318689,330.3814729257744,333.5711364746094,80388500,325.3555908203125,317.2826904296875,300.76742986043297
2020-10-13 00:00:00-04:00,333.42914111355054,333.6089763328849,330.40983891679264,331.3941955566406,73255500,328.23292236328126,317.81822509765624,301.3462122599284
2020-10-14 00:00:00-04:00,331.9809953889888,333.09784540483366,328.56418418342537,329.3118896484375,57727900,329.5901794433594,318.3132781982422,301.8772160847982
2020-10-15 00:00:00-04:00,325.3177664194765,329.39713220427467,324.768815440647,328.90496826171875,60357700,330.29437866210935,318.92845306396487,302.37291717529297
2020-10-16 00:00:00-04:00,330.2868278953506,331.98105147021545,328.52637203581844,328.7062072753906,89501900,330.3776794433594,319.71593475341797,302.8772860209147
2020-10-19 00:00:00-04:00,329.9934438300479,330.637049534303,322.79067510031746,323.7087707519531,68425600,328.40520629882815,320.4277008056641,303.28150507609047
2020-10-20 00:00:00-04:00,325.08107749840974,328.3180823251927,324.3049785335866,325.00537109375,60051900,327.12744140625,321.0467041015625,303.7178815205892
2020-10-21 00:00:00-04:00,324.9580374969449,327.1728470515516,324.07780970843856,324.3901672363281,63575000,326.1430969238281,321.99745178222656,304.2092788696289
2020-10-22 00:00:00-04:00,324.60785461377026,326.7658483468863,322.4214673664508,326.1695556640625,55399300,325.59601440429685,322.99646911621096,304.7094039916992
