,S&P500,KOSPI200
2009-11-19,1094.9,213.89
2009-11-18,1109.8,211.56
2009-11-17,1110.32,209.0
2009-11-16,1109.3,209.9
2009-11-13,1093.48,206.84
2009-11-12,1087.24,206.67
2009-11-11,1098.51,210.08
2009-11-10,1093.01,208.23
2009-11-09,1093.08,207.29
2009-11-06,1069.3,206.53
2009-11-05,1066.63,203.52
2009-11-04,1046.5,207.18
2009-11-03,1045.41,203.13
2009-11-02,1042.88,204.25
2009-10-30,1036.19,206.81
2009-10-29,1066.11,207.68
2009-10-28,1042.63,211.03
2009-10-27,1063.41,216.47
2009-10-26,1066.95,217.45
2009-10-23,1079.6,214.73
2009-10-22,1092.91,213.25
2009-10-21,1081.4,216.64
2009-10-20,1091.06,217.53
2009-10-19,1097.91,216.19
2009-10-16,1087.68,214.91
2009-10-15,1096.56,217.47
2009-10-14,1092.02,215.9
2009-10-13,1073.19,213.1
2009-10-12,1076.19,214.23
2009-10-09,1071.49,215.57
2009-10-08,1065.48,211.01
2009-10-07,1057.58,208.94
2009-10-06,1054.72,209.25
2009-10-05,1040.46,210.38
2009-10-02,1025.21,210.38
2009-10-01,1029.85,215.94
2009-09-30,1057.08,219.75
2009-09-29,1060.61,221.59
2009-09-28,1062.98,219.66
2009-09-25,1044.38,221.82
2009-09-24,1050.78,222.35
2009-09-23,1060.87,224.69
2009-09-22,1071.66,225.27
2009-09-21,1064.66,221.85
2009-09-18,1068.3,222.34
2009-09-17,1065.49,222.31
2009-09-16,1068.76,220.53
2009-09-15,1052.63,216.14
2009-09-14,1049.34,213.42
2009-09-11,1042.73,215.81
2009-09-10,1044.14,214.92
2009-09-09,1033.37,210.09
2009-09-08,1025.39,211.4
2009-09-07,1016.4,209.73
2009-09-04,1016.4,209.81
2009-09-03,1003.24,210.6
2009-09-02,994.75,210.51
2009-09-01,998.04,211.89
2009-08-31,1020.62,207.44
2009-08-28,1028.93,209.74
2009-08-27,1030.98,208.62
2009-08-26,1028.12,210.62
2009-08-25,1028.0,209.12
2009-08-24,1025.57,210.6
2009-08-21,1026.13,206.26
2009-08-20,1007.37,205.22
2009-08-19,996.46,201.08
2009-08-18,989.67,201.33
2009-08-17,979.73,200.52
2009-08-14,1004.09,206.46
2009-08-13,1012.73,202.46
2009-08-12,1005.81,202.67
2009-08-11,994.35,204.96
2009-08-10,1007.1,204.77
2009-08-07,1010.48,204.95
2009-08-06,997.08,203.74
2009-08-05,1002.72,203.19
2009-08-04,1005.65,204.1
2009-08-03,1002.63,203.81
2009-07-31,987.48,202.96
2009-07-30,986.75,199.88
2009-07-29,975.15,198.24
2009-07-28,979.62,198.52
2009-07-27,982.18,198.07
2009-07-24,979.26,195.13
2009-07-23,976.29,194.4
2009-07-22,954.07,194.29
2009-07-21,954.58,193.62
2009-07-20,951.13,192.25
2009-07-17,940.38,187.16
2009-07-16,940.74,186.22
2009-07-15,932.68,184.26
2009-07-14,905.84,179.43
2009-07-13,901.05,178.15
2009-07-10,879.13,184.56
2009-07-09,882.68,184.72
2009-07-08,879.56,184.73
2009-07-07,881.03,185.11
2009-07-06,898.72,184.5
2009-07-03,898.72,182.92
2009-07-02,896.42,181.85
2009-07-01,923.33,181.95
2009-06-30,919.32,178.99
2009-06-29,927.23,178.81
2009-06-26,918.9,179.28
2009-06-25,920.26,178.86
2009-06-24,900.94,175.08
2009-06-23,895.1,174.32
2009-06-22,893.04,179.02
2009-06-19,921.23,176.63
2009-06-18,918.37,175.54
2009-06-17,910.71,177.8
2009-06-16,911.97,178.88
2009-06-15,923.72,180.66
2009-06-12,946.21,182.69
2009-06-11,944.89,181.43
2009-06-10,939.15,180.91
2009-06-09,942.43,174.91
2009-06-08,939.14,177.67
2009-06-05,940.09,177.77
2009-06-04,942.46,175.75
2009-06-03,931.76,180.31
2009-06-02,944.74,180.47
2009-06-01,942.87,180.9
2009-05-29,919.14,178.7
2009-05-28,906.83,178.19
2009-05-27,893.06,173.75
2009-05-26,910.33,174.77
2009-05-25,910.33,178.57
2009-05-22,887.0,179.01
2009-05-21,888.33,181.82
2009-05-20,903.47,183.8
2009-05-19,908.13,182.76
2009-05-18,909.71,177.26
2009-05-15,882.88,177.8
2009-05-14,893.07,176.29
2009-05-13,883.92,181.14
2009-05-12,908.35,179.73
2009-05-11,909.24,181.35
2009-05-08,929.23,181.04
2009-05-07,907.39,179.74
2009-05-06,919.53,178.82
2009-05-05,903.8,178.82
2009-05-04,907.24,179.69
2009-05-01,877.52,179.69
2009-04-30,872.81,176.0
2009-04-29,873.64,172.08
2009-04-28,855.16,167.24
2009-04-27,857.51,172.13
2009-04-24,866.23,174.13
2009-04-23,851.92,176.14
2009-04-22,843.55,174.4
2009-04-21,850.08,171.96
2009-04-20,832.39,172.3
2009-04-17,869.6,171.33
2009-04-16,865.3,171.73
2009-04-15,852.06,171.21
2009-04-14,841.5,172.03
2009-04-13,858.73,171.69
2009-04-10,858.73,172.01
2009-04-09,856.56,169.48
2009-04-08,825.16,162.68
2009-04-07,815.55,168.34
2009-04-06,835.48,168.62
2009-04-03,842.5,167.11
2009-04-02,834.38,166.18
2009-04-01,811.08,160.46
2009-03-31,797.87,157.01
2009-03-30,787.53,156.23
2009-03-29,815.94,156.23
2009-03-27,815.94,161.66
2009-03-26,832.86,162.22
2009-03-25,813.88,160.28
2009-03-24,806.25,159.56
2009-03-23,822.92,156.42
2009-03-20,768.54,152.58
2009-03-19,784.04,151.51
2009-03-18,794.35,152.89
2009-03-17,778.12,152.17
2009-03-16,753.89,147.0
2009-03-13,756.55,147.29
2009-03-12,750.74,148.02
2009-03-11,721.36,147.6
2009-03-10,719.6,142.73
2009-03-09,676.53,140.0
2009-03-06,683.38,137.83
2009-03-05,682.55,138.25
2009-03-04,712.87,138.21
2009-03-03,696.33,133.78
2009-03-02,700.82,132.47
2009-02-27,735.09,138.07
2009-02-26,752.83,136.98
2009-02-25,764.9,138.65
2009-02-24,773.14,137.82
2009-02-23,743.33,142.78
2009-02-20,770.05,138.31
2009-02-19,778.94,143.6
2009-02-18,788.42,144.21
2009-02-17,789.17,146.6
2009-02-16,789.17,152.66
2009-02-13,826.84,155.19
2009-02-12,835.19,153.66
2009-02-11,833.74,155.26
2009-02-10,827.16,156.84
2009-02-09,869.89,157.7
2009-02-06,868.6,158.9
2009-02-05,845.85,154.0
2009-02-04,832.23,155.99
2009-02-03,838.51,151.42
2009-02-02,825.44,149.0
2009-01-30,825.88,151.33
2009-01-29,845.14,152.29
2009-01-28,874.09,151.04
2009-01-27,845.71,151.04
2009-01-26,836.57,151.04
2009-01-23,831.95,141.75
2009-01-22,827.5,145.11
2009-01-21,840.24,143.29
2009-01-20,805.22,146.55
2009-01-19,805.22,150.02
2009-01-16,850.12,148.03
2009-01-15,843.74,145.05
2009-01-14,842.62,154.5
2009-01-13,871.79,152.45
2009-01-12,870.26,151.01
2009-01-09,890.35,154.17
2009-01-08,909.73,157.76
2009-01-07,906.65,161.36
2009-01-06,934.7,156.79
2009-01-05,927.45,153.83
2009-01-02,931.8,151.15
2008-12-31,903.25,151.15
2008-12-30,890.64,146.35
2008-12-29,869.42,145.72
2008-12-26,872.8,145.81
2008-12-24,868.15,147.02
2008-12-23,863.16,148.93
2008-12-22,871.63,153.98
2008-12-19,887.88,154.1
2008-12-18,885.28,153.24
2008-12-17,904.42,152.62
2008-12-16,913.18,151.35
2008-12-15,868.57,151.43
2008-12-12,879.73,144.38
2008-12-11,873.59,151.93
2008-12-10,899.24,150.73
2008-12-09,888.67,145.2
2008-12-08,909.7,144.89
2008-12-05,876.07,134.33
2008-12-04,845.22,131.43
2008-12-03,870.74,133.62
2008-12-02,848.81,133.7
2008-12-01,816.21,138.33
2008-11-28,896.24,140.66
2008-11-27,896.24,139.17
2008-11-26,887.68,134.5
2008-11-25,857.39,128.01
2008-11-24,851.81,126.02
2008-11-21,800.03,130.76
2008-11-20,752.44,123.54
2008-11-19,806.58,132.33
2008-11-18,859.12,134.88
2008-11-17,850.75,140.57
2008-11-14,873.29,142.26
2008-11-13,911.29,142.7
2008-11-12,852.3,147.27
2008-11-11,898.95,147.67
2008-11-10,919.21,150.84
2008-11-07,930.99,148.44
2008-11-06,904.88,143.37
2008-11-05,952.77,154.93
2008-11-04,1005.75,151.63
2008-11-03,966.3,148.81
2008-10-31,968.75,147.5
2008-10-30,954.09,144.42
2008-10-29,930.09,128.68
2008-10-28,940.51,132.42
2008-10-27,848.92,125.93
2008-10-24,876.77,123.27
2008-10-23,908.11,137.47
2008-10-22,896.78,148.13
2008-10-21,955.05,155.8
2008-10-20,985.4,157.51
2008-10-17,940.55,153.06
2008-10-16,946.43,157.63
2008-10-15,907.84,174.28
2008-10-14,998.01,178.15
2008-10-13,1003.35,167.91
2008-10-10,899.22,162.05
2008-10-09,909.92,168.86
2008-10-08,984.94,167.16
2008-10-07,996.23,176.46
2008-10-06,1056.89,175.03
2008-10-03,1099.23,175.03
2008-10-02,1114.28,182.7
2008-10-01,1161.06,185.52
2008-09-30,1164.74,186.62
2008-09-29,1106.39,188.1
2008-09-26,1213.01,190.6
2008-09-25,1209.18,193.87
2008-09-24,1185.87,193.18
2008-09-23,1188.22,191.58
2008-09-22,1207.09,189.16
2008-09-19,1255.08,188.31
2008-09-18,1206.51,179.25
2008-09-17,1156.39,183.54
2008-09-16,1213.6,179.0
2008-09-15,1192.7,179.0
2008-09-12,1251.7,189.9
2008-09-11,1249.05,185.27
2008-09-10,1232.04,188.5
2008-09-09,1224.51,186.99
2008-09-08,1267.79,189.97
2008-09-05,1242.31,180.49
2008-09-04,1236.83,183.57
2008-09-03,1274.98,184.36
2008-09-02,1277.58,182.41
2008-09-01,1277.58,182.13
2008-08-29,1282.83,188.96
2008-08-28,1300.68,188.75
2008-08-27,1281.66,191.6
2008-08-26,1271.51,191.36
2008-08-25,1266.84,192.99
2008-08-22,1292.2,192.04
2008-08-21,1277.72,193.85
2008-08-20,1274.54,197.35
2008-08-19,1266.69,197.56
2008-08-18,1278.6,200.97
2008-08-15,1298.2,200.97
2008-08-14,1292.93,201.5
2008-08-13,1285.83,200.26
2008-08-12,1289.59,202.12
2008-08-11,1305.32,202.42
2008-08-08,1296.31,200.76
2008-08-07,1266.06,200.31
2008-08-06,1289.19,202.28
2008-08-05,1284.88,196.44
2008-08-04,1249.01,197.56
2008-08-01,1260.31,201.43
2008-07-31,1267.38,204.12
2008-07-30,1284.26,201.82
2008-07-29,1263.19,199.9
2008-07-28,1234.37,203.97
2008-07-25,1257.76,204.27
2008-07-24,1252.54,208.34
2008-07-23,1282.19,203.64
2008-07-22,1277.0,199.77
2008-07-21,1260.0,200.0
2008-07-18,1260.68,192.86
2008-07-17,1260.32,194.89
2008-07-16,1245.36,192.48
2008-07-15,1214.91,193.01
2008-07-14,1228.3,199.12
2008-07-11,1239.49,200.12
2008-07-10,1253.39,196.34
2008-07-09,1244.68,194.61
2008-07-08,1273.7,196.52
2008-07-07,1252.31,202.34
2008-07-04,1252.31,201.74
2008-07-03,1262.9,205.71
2008-07-02,1261.52,207.96
2008-07-01,1284.91,213.02
2008-06-30,1280.0,213.52
2008-06-27,1278.38,214.59
2008-06-26,1283.15,219.12
2008-06-25,1321.97,218.95
2008-06-24,1314.29,217.97
2008-06-23,1318.0,218.51
2008-06-20,1317.93,220.57
2008-06-19,1342.83,222.03
2008-06-18,1337.81,226.6
2008-06-17,1350.93,223.66
2008-06-16,1360.14,224.91
2008-06-13,1360.03,222.79
2008-06-12,1339.87,221.17
2008-06-11,1335.49,227.42
2008-06-10,1358.44,226.56
2008-06-09,1361.76,231.35
2008-06-06,1360.68,231.35
2008-06-05,1404.05,234.76
2008-06-04,1377.2,235.09
2008-06-03,1377.65,233.14
2008-06-02,1385.67,236.78
2008-05-30,1400.38,237.46
2008-05-29,1398.26,236.39
2008-05-28,1390.84,231.17
2008-05-27,1385.35,233.97
2008-05-26,1385.35,230.43
2008-05-23,1375.93,234.14
2008-05-22,1394.35,235.31
2008-05-21,1390.71,237.15
2008-05-20,1413.4,240.62
2008-05-19,1426.63,242.67
2008-05-16,1425.35,243.54
2008-05-15,1423.57,243.11
2008-05-14,1408.66,237.04
2008-05-13,1403.04,237.02
2008-05-12,1403.58,237.02
2008-05-09,1388.28,233.98
2008-05-08,1397.68,237.37
2008-05-07,1392.57,238.66
2008-05-06,1418.26,239.53
2008-05-05,1407.49,239.53
2008-05-02,1413.9,238.18
2008-05-01,1409.34,238.18
2008-04-30,1385.59,235.0
2008-04-29,1390.94,233.24
2008-04-28,1396.37,234.97
2008-04-25,1397.84,234.56
2008-04-24,1388.82,230.77
2008-04-23,1379.93,230.56
2008-04-22,1375.94,229.22
2008-04-21,1388.17,231.11
2008-04-18,1390.33,227.25
2008-04-17,1365.56,226.98
2008-04-16,1364.71,225.36
2008-04-15,1334.43,223.51
2008-04-14,1328.32,224.54
2008-04-11,1332.83,228.8
2008-04-10,1360.55,226.44
2008-04-09,1354.49,226.44
2008-04-08,1365.54,225.1
2008-04-07,1372.54,227.79
2008-04-04,1370.4,226.95
2008-04-03,1369.31,226.99
2008-04-02,1367.53,223.76
2008-04-01,1370.18,217.81
2008-03-31,1322.7,217.65
2008-03-28,1315.22,217.22
2008-03-27,1325.76,213.85
2008-03-26,1341.13,214.41
2008-03-25,1352.99,213.73
2008-03-24,1349.88,211.0
2008-03-21,1349.88,209.69
2008-03-20,1329.51,206.62
2008-03-19,1298.42,206.48
2008-03-18,1330.74,201.79
2008-03-17,1276.6,199.68
2008-03-14,1288.14,202.63
2008-03-13,1315.48,204.42
2008-03-12,1308.77,210.49
2008-03-11,1320.65,208.06
2008-03-10,1273.37,206.29
2008-03-07,1293.37,210.57
2008-03-06,1304.34,214.92
2008-03-05,1333.7,212.14
2008-03-04,1326.75,212.14
2008-03-03,1331.34,211.73
2008-02-29,1330.63,216.85
2008-02-28,1367.68,220.59
2008-02-27,1380.02,218.87
2008-02-26,1381.29,217.22
2008-02-25,1371.8,217.07
2008-02-22,1353.11,213.73
2008-02-21,1342.53,216.38
2008-02-20,1360.03,213.84
2008-02-19,1348.78,218.37
2008-02-18,1348.78,215.46
2008-02-15,1349.99,215.38
2008-02-14,1348.86,216.2
2008-02-13,1367.21,207.56
2008-02-12,1348.86,209.01
2008-02-11,1339.13,208.92
2008-02-08,1331.29,208.92
2008-02-07,1336.91,208.92
2008-02-06,1326.45,208.92
2008-02-05,1336.64,216.91
2008-02-04,1380.82,216.23
2008-02-01,1395.42,209.08
2008-01-31,1378.55,207.77
2008-01-30,1355.81,203.5
2008-01-29,1362.3,208.8
2008-01-28,1353.96,206.52
2008-01-25,1330.61,215.06
2008-01-24,1352.07,211.2
2008-01-23,1338.6,207.23
2008-01-22,1310.5,204.55
2008-01-21,1325.19,213.6
2008-01-18,1325.19,219.87
2008-01-17,1333.25,218.83
2008-01-16,1373.2,215.87
2008-01-15,1380.95,220.91
2008-01-14,1416.25,222.81
2008-01-11,1401.02,224.41
2008-01-10,1420.33,229.47
2008-01-09,1409.13,232.53
2008-01-08,1390.19,230.34
2008-01-07,1416.18,231.0
2008-01-04,1411.63,235.77
2008-01-03,1447.16,234.67
2008-01-02,1447.16,235.3
2007-12-31,1468.36,235.3
2007-12-28,1478.49,241.27
2007-12-27,1476.37,243.38
2007-12-26,1497.66,243.48
2007-12-24,1496.45,245.14
2007-12-21,1484.46,239.6
2007-12-20,1460.12,234.4
2007-12-19,1453.0,234.4
2007-12-18,1454.98,236.65
2007-12-17,1445.9,234.33
2007-12-14,1467.95,241.5
2007-12-13,1488.41,245.21
2007-12-12,1486.59,247.15
2007-12-11,1477.65,246.85
2007-12-10,1515.96,244.25
2007-12-07,1504.66,247.38
2007-12-06,1507.34,249.63
2007-12-05,1485.01,247.03
2007-12-04,1462.79,244.04
2007-12-03,1472.42,241.61
2007-11-30,1481.14,241.91
2007-11-29,1469.72,238.68
2007-11-28,1469.02,232.87
2007-11-27,1428.23,236.38
2007-11-26,1407.22,236.01
2007-11-23,1440.7,225.54
2007-11-22,1440.7,228.1
2007-11-21,1416.77,228.84
2007-11-20,1439.7,236.91
2007-11-19,1433.27,239.78
2007-11-16,1458.74,244.13
2007-11-15,1451.15,247.39
2007-11-14,1470.58,250.21
2007-11-13,1481.05,244.73
2007-11-12,1439.18,243.89
2007-11-09,1453.7,252.21
2007-11-08,1474.77,249.97
2007-11-07,1475.62,258.74
2007-11-06,1520.27,259.24
2007-11-05,1502.17,253.91
2007-11-02,1509.65,254.74
2007-11-01,1508.44,260.76
2007-10-31,1549.38,260.42
2007-10-30,1531.02,258.87
2007-10-29,1540.98,260.4
2007-10-26,1535.28,255.65
2007-10-25,1514.4,248.8
2007-10-24,1515.88,243.31
2007-10-23,1519.59,244.9
2007-10-22,1506.33,239.94
2007-10-19,1500.63,248.35
2007-10-18,1540.08,252.6
2007-10-17,1541.24,250.48
2007-10-16,1538.53,253.43
2007-10-15,1548.71,257.68
2007-10-12,1561.8,257.31
2007-10-11,1554.41,261.82
2007-10-10,1562.47,259.79
2007-10-09,1565.15,256.19
2007-10-08,1552.58,255.87
2007-10-05,1557.59,253.63
2007-10-04,1539.6,254.92
2007-10-03,1539.59,254.92
2007-10-02,1546.63,256.8
2007-10-01,1547.04,249.3
2007-09-28,1526.75,247.2
2007-09-27,1531.38,247.1
2007-09-26,1525.42,247.1
2007-09-25,1517.21,247.1
2007-09-24,1517.73,247.1
2007-09-21,1525.75,243.45
2007-09-20,1518.75,242.42
2007-09-19,1529.03,241.08
2007-09-18,1519.78,232.42
2007-09-17,1476.65,236.72
2007-09-14,1484.25,236.54
2007-09-13,1483.95,233.86
2007-09-12,1471.56,229.44
2007-09-11,1471.49,234.12
2007-09-10,1451.7,232.44
2007-09-07,1453.55,238.92
2007-09-06,1478.55,239.61
2007-09-05,1472.29,236.61
2007-09-04,1489.42,237.91
2007-09-03,1489.42,238.72
2007-08-31,1473.99,238.28
2007-08-30,1457.64,234.22
2007-08-29,1463.76,232.32
2007-08-28,1432.36,232.38
2007-08-27,1466.79,228.65
2007-08-24,1479.37,227.18
2007-08-23,1462.5,228.6
2007-08-22,1464.07,223.24
2007-08-21,1447.12,220.18
2007-08-20,1445.55,219.72
2007-08-17,1445.94,208.57
2007-08-16,1411.27,215.67
2007-08-15,1406.7,215.67
2007-08-14,1426.54,230.45
2007-08-13,1452.92,233.88
2007-08-10,1453.64,230.68
2007-08-09,1453.09,241.0
2007-08-08,1497.49,240.07
2007-08-07,1476.71,234.5
2007-08-06,1467.67,233.92
2007-08-03,1433.06,236.91
2007-08-02,1472.2,233.84
2007-08-01,1465.81,234.36
2007-07-31,1455.27,244.32
2007-07-30,1473.91,241.39
2007-07-27,1458.95,238.34
2007-07-26,1482.66,248.75
2007-07-25,1518.09,253.93
2007-07-24,1511.04,252.61
2007-07-23,1541.57,252.28
2007-07-20,1534.1,251.45
2007-07-19,1553.08,245.7
2007-07-18,1546.17,244.92
2007-07-17,1549.37,244.92
2007-07-16,1549.52,247.91
2007-07-13,1552.5,250.19
2007-07-12,1547.7,242.86
2007-07-11,1518.76,240.46
2007-07-10,1510.12,241.02
2007-07-09,1531.85,239.68
2007-07-06,1530.44,236.52
2007-07-05,1525.4,234.75
2007-07-04,1525.4,233.43
2007-07-03,1524.87,229.29
2007-07-02,1519.43,224.75
2007-06-29,1503.35,221.31
2007-06-28,1505.71,222.6
2007-06-27,1506.34,220.35
2007-06-26,1492.89,222.43
2007-06-25,1497.74,223.4
2007-06-22,1502.56,224.95
2007-06-21,1522.19,227.81
2007-06-20,1512.84,226.58
2007-06-19,1533.7,229.04
2007-06-18,1531.05,228.8
2007-06-15,1532.91,224.61
2007-06-14,1522.97,224.46
2007-06-13,1515.67,218.59
2007-06-12,1493.0,219.94
2007-06-11,1509.12,218.39
2007-06-08,1507.67,219.8
2007-06-07,1490.72,223.17
2007-06-06,1517.38,223.17
2007-06-05,1530.95,222.37
2007-06-04,1539.18,221.9
2007-06-01,1536.34,218.74
2007-05-31,1530.62,216.45
2007-05-30,1530.23,211.76
2007-05-29,1518.11,212.06
2007-05-28,1518.11,211.88
2007-05-25,1515.73,210.54
2007-05-24,1507.51,210.54
2007-05-23,1522.28,211.15
2007-05-22,1524.12,210.69
2007-05-21,1525.1,208.74
2007-05-18,1522.75,206.69
2007-05-17,1512.75,207.35
2007-05-16,1514.14,205.62
2007-05-15,1501.19,204.22
2007-05-14,1503.15,206.28
2007-05-11,1505.85,206.06
2007-05-10,1491.47,205.51
2007-05-09,1512.58,204.77
2007-05-08,1507.72,203.51
2007-05-07,1509.48,203.57
2007-05-04,1505.62,201.56
2007-05-03,1502.39,200.67
2007-05-02,1495.92,199.86
2007-05-01,1486.3,199.86
2007-04-30,1482.37,198.55
2007-04-27,1494.07,198.28
2007-04-26,1494.25,199.75
2007-04-25,1495.42,198.43
2007-04-24,1480.41,200.02
2007-04-23,1480.93,198.62
2007-04-20,1484.35,197.24
2007-04-19,1470.73,194.59
2007-04-18,1472.5,197.31
2007-04-17,1471.48,196.57
2007-04-16,1468.47,197.1
2007-04-13,1452.85,195.85
2007-04-12,1447.8,196.81
2007-04-11,1438.87,195.27
2007-04-10,1448.39,193.55
2007-04-09,1444.61,193.85
2007-04-06,1444.61,191.63
2007-04-05,1443.76,191.41
2007-04-04,1439.37,191.77
2007-04-03,1437.77,189.12
2007-04-02,1424.55,188.56
2007-03-30,1420.86,187.6
2007-03-29,1422.53,187.44
2007-03-28,1417.23,185.96
2007-03-27,1429.61,187.68
2007-03-26,1437.5,187.19
2007-03-23,1436.11,186.89
2007-03-22,1434.54,187.15
2007-03-21,1435.04,186.24
2007-03-20,1410.94,186.34
2007-03-19,1402.06,186.31
2007-03-16,1386.95,184.42
2007-03-15,1392.28,184.41
2007-03-14,1387.17,181.81
2007-03-13,1377.95,185.72
2007-03-12,1406.6,186.36
2007-03-09,1402.85,183.87
2007-03-08,1401.89,183.94
2007-03-07,1391.97,182.36
2007-03-06,1395.41,181.23
2007-03-05,1374.12,177.69
2007-03-02,1387.17,182.78
2007-03-01,1403.17,182.78
2007-02-28,1406.82,183.2
2007-02-27,1399.04,188.15
2007-02-26,1449.37,190.12
2007-02-23,1451.19,190.19
2007-02-22,1456.38,189.72
2007-02-21,1457.63,187.9
2007-02-20,1459.68,188.12
2007-02-16,1455.54,187.57
2007-02-15,1456.81,186.82
2007-02-14,1455.3,185.72
2007-02-13,1444.26,183.29
2007-02-12,1433.37,182.8
2007-02-09,1438.06,184.72
2007-02-08,1448.31,184.25
2007-02-07,1450.02,184.67
2007-02-06,1448.0,185.09
2007-02-05,1446.99,183.73
2007-02-02,1448.39,183.2
2007-02-01,1445.94,179.1
2007-01-31,1438.24,175.99
2007-01-30,1428.82,177.45
2007-01-29,1420.62,176.41
2007-01-26,1422.18,177.58
2007-01-25,1423.9,179.12
2007-01-24,1440.13,179.37
2007-01-23,1427.99,176.9
2007-01-22,1422.95,176.83
2007-01-19,1430.5,176.23
2007-01-18,1426.37,179.12
2007-01-17,1430.62,178.5
2007-01-16,1431.9,179.73
2007-01-15,1431.9,179.82
2007-01-12,1430.73,179.36
2007-01-11,1423.82,176.26
2007-01-10,1414.85,174.99
2007-01-09,1412.11,177.52
2007-01-08,1412.84,177.08
2007-01-05,1409.71,179.1
2007-01-04,1418.34,180.52
2007-01-03,1416.6,182.13
2007-01-02,1416.6,185.7
2006-12-29,1418.3,185.7
2006-12-28,1424.73,185.39
2006-12-27,1426.84,184.3
2006-12-26,1416.9,185.62
2006-12-22,1410.76,185.98
2006-12-21,1418.3,185.81
2006-12-20,1423.53,186.54
2006-12-19,1425.55,184.63
2006-12-18,1422.48,185.38
2006-12-15,1427.09,183.82
2006-12-14,1425.49,183.57
2006-12-13,1413.21,178.75
2006-12-12,1411.56,177.93
2006-12-11,1413.04,179.5
2006-12-08,1409.84,179.49
2006-12-07,1407.29,182.19
2006-12-06,1412.9,182.6
2006-12-05,1414.76,183.53
2006-12-04,1409.12,184.31
2006-12-01,1396.71,185.28
2006-11-30,1400.63,184.96
2006-11-29,1399.48,183.8
2006-11-28,1386.72,182.42
2006-11-27,1381.9,184.27
2006-11-24,1400.95,183.91
2006-11-23,1400.95,183.77
2006-11-22,1406.09,184.24
2006-11-21,1402.81,182.06
2006-11-20,1400.5,181.6
2006-11-17,1401.2,182.94
2006-11-16,1399.76,182.69
2006-11-15,1396.57,182.9
2006-11-14,1393.22,182.3
2006-11-13,1384.42,180.93
2006-11-10,1380.9,180.78
2006-11-09,1378.33,181.31
2006-11-08,1385.72,178.61
2006-11-07,1382.84,179.45
2006-11-06,1379.78,178.41
2006-11-03,1364.3,179.14
2006-11-02,1367.34,179.22
2006-11-01,1367.81,177.94
2006-10-31,1377.94,176.84
2006-10-30,1377.93,175.99
2006-10-27,1377.34,177.85
2006-10-26,1389.08,178.53
2006-10-25,1382.22,178.2
2006-10-24,1377.38,177.49
2006-10-23,1377.02,177.36
2006-10-20,1368.6,177.35
2006-10-19,1366.96,176.11
2006-10-18,1365.96,176.19
2006-10-17,1364.05,175.85
2006-10-16,1369.05,176.51
2006-10-13,1365.62,175.42
2006-10-12,1362.83,173.1
2006-10-11,1349.95,172.51
2006-10-10,1353.42,172.78
2006-10-09,1350.66,171.78
2006-10-06,1349.58,171.78
2006-10-05,1353.22,171.78
2006-10-04,1350.22,175.48
2006-10-03,1334.11,175.48
2006-10-02,1330.28,178.46
2006-09-29,1335.85,178.05
2006-09-28,1339.15,178.21
2006-09-27,1336.59,176.74
2006-09-26,1336.34,174.58
2006-09-25,1326.37,176.03
2006-09-22,1314.78,175.0
2006-09-21,1318.03,177.31
2006-09-20,1325.18,177.34
2006-09-19,1318.31,178.32
2006-09-18,1321.18,178.28
2006-09-15,1319.87,176.51
2006-09-14,1316.28,176.35
2006-09-13,1318.07,172.93
2006-09-12,1313.11,172.28
2006-09-11,1299.54,173.0
2006-09-08,1298.92,175.78
2006-09-07,1294.02,175.43
2006-09-06,1300.26,176.19
2006-09-05,1313.25,176.75
2006-09-04,1313.25,176.32
2006-09-01,1311.01,175.99
2006-08-31,1303.81,175.44
2006-08-30,1304.27,174.16
2006-08-29,1304.28,174.79
2006-08-28,1301.78,172.64
2006-08-25,1295.09,172.92
2006-08-24,1296.06,171.08
2006-08-23,1292.99,172.33
2006-08-22,1298.81,173.81
2006-08-21,1297.52,171.96
2006-08-18,1302.3,173.17
2006-08-17,1297.48,172.65
2006-08-16,1295.43,171.01
2006-08-15,1285.57,171.01
2006-08-14,1268.21,168.19
2006-08-11,1266.74,167.65
2006-08-10,1271.81,169.44
2006-08-09,1265.95,171.11
2006-08-08,1271.48,170.68
2006-08-07,1275.77,167.61
2006-08-04,1279.36,169.68
2006-08-03,1280.27,167.94
2006-08-02,1278.55,168.27
2006-08-01,1270.92,167.14
2006-07-31,1276.66,168.51
2006-07-28,1278.55,168.54
2006-07-27,1263.19,168.52
2006-07-26,1268.4,166.1
2006-07-25,1268.88,166.25
2006-07-24,1260.91,163.93
2006-07-21,1240.29,165.0
2006-07-20,1249.13,165.11
2006-07-19,1259.81,159.76
2006-07-18,1236.86,159.69
2006-07-17,1234.49,159.69
2006-07-14,1236.19,162.33
2006-07-13,1242.29,166.35
2006-07-12,1258.6,167.93
2006-07-11,1272.52,168.45
2006-07-10,1267.34,168.27
2006-07-07,1265.48,164.7
2006-07-06,1274.08,163.47
2006-07-05,1270.91,165.51
2006-07-04,1270.91,166.15
2006-07-03,1280.19,167.33
2006-06-30,1270.2,167.45
2006-06-29,1272.87,163.3
2006-06-28,1246.0,160.18
2006-06-27,1239.2,161.36
2006-06-26,1250.56,160.18
2006-06-23,1244.5,158.88
2006-06-22,1245.6,160.2
2006-06-21,1252.2,158.63
2006-06-20,1240.12,158.48
